date,BDI,BCI,BPI,BSI,BHSI
2010-09-22,2544,3481,2413,1754,1654
2010-09-25,2605,3600,2454,1786,1693
2010-09-26,2644,3661,2468,1834,1719
2010-09-27,2665,3767,2403,1853,1732
2010-09-28,2707,3991,2318,1854,1760
2010-09-29,2786,4343,2241,1837,1811
2010-10-03,2942,4797,2317,1830,1912
2010-10-04,3164,5308,2553,1825,2057
2010-10-05,3298,5602,2702,1832,2144
2010-10-06,3494,6125,2834,1831,2271
2010-10-09,3681,6549,3025,1835,2393
2010-10-10,4106,7724,3257,1843,2669
2010-10-11,4291,8147,3428,1862,2789
2010-10-12,4093,7561,3355,1856,2660
2010-10-13,3809,6812,3180,1832,2476
2010-10-16,3646,6523,2960,1804,2370
2010-10-17,3518,6382,2711,1781,2287
2010-10-18,3452,6354,2560,1758,2244
2010-10-19,3483,6465,2590,1738,2264
2010-10-20,3583,6715,2700,1722,2329
2010-10-23,3763,7227,2824,1702,2446
2010-10-24,3951,7648,3045,1699,2568
2010-10-25,4026,7825,3110,1714,2617
2010-10-26,4073,7980,3095,1735,2647
2010-10-27,4070,7996,3058,1749,2646
2010-10-30,4029,7909,3002,1758,2619
2010-10-31,3874,7441,2956,1757,2518
2010-11-01,3751,7115,2875,1754,2438
2010-11-02,3703,7034,2804,1750,2407
2010-11-03,3703,7106,2754,1734,2407
2010-11-06,3734,7216,2773,1715,2427
2010-11-07,3757,7241,2838,1701,2442
2010-11-08,3742,7122,2917,1703,2432
2010-11-09,3672,6848,2990,1709,2387
2010-11-10,3520,6438,2958,1718,2288
2010-11-13,3375,6104,2900,1716,2194
2010-11-14,3216,5667,2849,1724,2090
2010-11-15,3107,5336,2829,1749,2020
2010-11-16,3018,5037,2844,1782,1962
2010-11-17,2985,4844,2880,1817,1940
2010-11-20,2975,4788,2883,1834,1934
2010-11-21,3097,5034,2946,1892,2013
2010-11-22,3324,5549,3065,1953,2161
2010-11-23,3501,5916,3177,2016,2276
2010-11-24,3542,5957,3244,2051,2302
2010-11-27,3511,5824,3284,2062,2282
2010-11-28,3455,5602,3330,2080,2246
2010-11-29,3407,5419,3376,2086,2215
2010-11-30,3355,5218,3411,2095,2181
2010-12-01,3345,5170,3440,2091,2174
2010-12-04,3407,5339,3425,2090,2215
2010-12-05,3475,5564,3366,2092,2259
2010-12-06,3499,5704,3285,2091,2274
2010-12-07,3445,5585,3209,2089,2239
2010-12-08,3350,5385,3114,2081,2178
2010-12-11,3251,5187,3047,2060,2113
2010-12-12,3159,5023,2965,2033,2053
2010-12-13,3051,4848,2858,1996,1983
2010-12-14,2907,4631,2697,1918,1890
2010-12-15,2772,4444,2546,1840,1802
2010-12-18,2689,4351,2438,1785,1748
2010-12-19,2623,4292,2330,1736,1705
2010-12-20,2612,4333,2279,1700,1698
2010-12-21,2685,4553,2294,1693,1745
2010-12-22,2752,4708,2343,1709,1789
2010-12-25,2774,4747,2366,1723,1803
2010-12-26,2704,4544,2356,1733,1758
2010-12-27,2614,4342,2301,1731,1699
2010-12-28,2534,4162,2243,1731,1647
2010-12-29,2468,4030,2199,1733,1604
2011-01-01,2437,3965,2150,1748,1584
2011-01-02,2388,3869,2083,1753,1552
2011-01-03,2427,4026,2041,1749,1578
2011-01-04,2425,4002,2048,1752,1576
2011-01-05,2421,3946,2110,1740,1574
2011-01-09,2423,3894,2180,1732,1575
2011-01-10,2413,3820,2250,1723,1568
2011-01-11,2414,3747,2332,1723,1569
2011-01-12,2415,3651,2429,1742,1570
2011-01-15,2429,3595,2490,1793,1579
2011-01-16,2462,3598,2551,1831,1600
2011-01-17,2491,3607,2588,1865,1619
2011-01-18,2492,3592,2549,1894,1620
2011-01-19,2468,3539,2492,1917,1604
2011-01-22,2450,3494,2463,1933,1592
2011-01-23,2431,3415,2435,1974,1580
2011-01-24,2415,3296,2465,2015,1570
2011-01-25,2390,3165,2498,2048,1554
2011-01-26,2356,3008,2516,2063,1531
2011-01-29,2318,2892,2512,2069,1507
2011-01-30,2246,2684,2480,2071,1460
2011-01-31,2175,2545,2384,2071,1414
2011-02-01,2163,2566,2307,2068,1406
2011-02-02,2183,2677,2267,2058,1419
2011-02-05,2192,2729,2254,2031,1425
2011-02-06,2185,2748,2227,2000,1420
2011-02-07,2220,2846,2228,1966,1443
2011-02-08,2284,3060,2265,1911,1485
2011-02-09,2357,3282,2311,1868,1532
2011-02-12,2362,3300,2332,1837,1535
2011-02-13,2441,3528,2360,1820,1587
2011-02-14,2546,3773,2452,1801,1655
2011-02-15,2647,3990,2578,1799,1721
2011-02-16,2695,4107,2649,1800,1752
2011-02-19,2696,4075,2688,1804,1752
2011-02-20,2646,3909,2699,1820,1720
2011-02-21,2597,3762,2676,1869,1688
2011-02-22,2688,3979,2670,1890,1747
2011-02-23,2728,4061,2677,1903,1773
2011-02-26,2766,4163,2687,1900,1798
2011-02-27,2832,4346,2731,1890,1841
2011-02-28,2917,4577,2784,1875,1896
2011-03-01,3001,4774,2889,1862,1951
2011-03-02,3043,4842,2984,1852,1978
2011-03-05,3044,4827,3036,1850,1979
2011-03-06,3013,4733,3044,1842,1958
2011-03-07,2986,4665,3042,1833,1941
2011-03-08,3013,4776,3036,1825,1958
2011-03-09,3103,5047,3084,1820,2017
2011-03-12,3185,5256,3143,1813,2070
2011-03-13,3247,5394,3209,1813,2111
2011-03-14,3295,5440,3326,1833,2142
2011-03-15,3335,5481,3406,1855,2168
2011-03-16,3393,5583,3482,1888,2205
2011-03-19,3480,5764,3537,1917,2262
2011-03-20,3615,6113,3609,1958,2350
2011-03-21,3748,6392,3711,2021,2436
2011-03-22,3954,6848,3799,2085,2570
2011-03-23,4111,7183,3899,2147,2672
2011-03-26,4220,7326,4010,2257,2743
2011-03-27,4381,7683,4099,2350,2848
2011-03-28,4643,8243,4255,2423,3018
2011-03-29,4661,8056,4368,2472,3030
2011-03-30,4507,7542,4341,2487,2930
2011-04-02,4423,7343,4293,2482,2875
2011-04-03,4340,7157,4222,2479,2821
2011-04-04,4234,6928,4101,2472,2752
2011-04-05,4119,6699,3959,2461,2677
2011-04-06,3974,6353,3794,2446,2583
2011-04-09,3887,6189,3685,2416,2527
2011-04-10,3836,6127,3567,2376,2493
2011-04-11,3918,6352,3608,2364,2547
2011-04-12,4062,6640,3757,2368,2640
2011-04-13,4107,6655,3851,2382,2670
2011-04-16,4036,6370,3903,2395,2623
2011-04-17,3902,5948,3910,2414,2536
2011-04-18,3791,5679,3823,2429,2464
2011-04-19,3671,5387,3720,2432,2386
2011-04-20,3579,5193,3599,2429,2326
2011-04-23,3530,5132,3501,2420,2294
2011-04-24,3518,5154,3432,2413,2287
2011-04-25,3474,5123,3372,2366,2258
2011-04-26,3376,4875,3363,2340,2194
2011-04-27,3258,4566,3375,2322,2118
2011-04-30,3154,4284,3386,2297,2050
2011-05-01,3063,4041,3423,2264,1991
2011-05-02,3023,3917,3467,2246,1965
2011-05-03,3005,3887,3490,2224,1953
2011-05-14,3140,4197,3741,2224,2041
2011-05-15,3270,4431,3920,2256,2126
2011-05-16,3259,4253,4037,2319,2118
2011-05-17,3149,3824,4101,2375,2047
2011-05-18,3140,3733,4130,2418,2041
2011-05-21,3148,3718,4136,2452,2046
2011-05-22,3160,3759,4069,2507,2054
2011-05-23,3175,3865,3918,2542,2064
2011-05-24,3235,4142,3767,2545,2103
2011-05-25,3299,4375,3669,2535,2144
2011-05-28,3295,4411,3604,2527,2142
2011-05-29,3208,4174,3548,2510,2085
2011-05-30,3158,4059,3516,2488,2053
2011-05-31,3170,4095,3533,2462,2060
2011-06-01,3204,4161,3587,2449,2083
2011-06-04,3223,4204,3634,2429,2095
2011-06-05,3205,4193,3622,2395,2083
2011-06-06,3118,4019,3558,2356,2027
2011-06-07,2963,3706,3454,2313,1926
2011-06-08,2848,3494,3354,2271,1851
2011-06-11,2745,3317,3234,2233,1784
2011-06-12,2691,3302,3084,2209,1749
2011-06-13,2673,3309,3041,2186,1737
2011-06-14,2685,3371,3050,2167,1745
2011-06-15,2715,3474,3083,2156,1765
2011-06-18,2722,3515,3083,2141,1769
2011-06-19,2706,3486,3070,2128,1759
2011-06-20,2630,3310,3031,2111,1710
2011-06-21,2575,3224,2991,2076,1674
2011-06-22,2571,3259,2974,2048,1671
2011-06-25,2566,3270,2957,2035,1668
2011-06-26,2598,3380,2967,2028,1689
2011-06-27,2661,3523,3024,2029,1730
2011-06-28,2704,3570,3079,2053,1758
2011-06-29,2714,3517,3119,2077,1764
2011-07-02,2721,3476,3157,2103,1769
2011-07-03,2724,3392,3181,2158,1771
2011-07-04,2707,3278,3209,2204,1760
2011-07-05,2711,3196,3261,2249,1762
2011-07-06,2738,3174,3332,2288,1780
2011-07-09,2760,3163,3381,2316,1794
2011-07-10,2792,3172,3441,2345,1815
2011-07-11,2911,3344,3598,2384,1892
2011-07-12,3121,3721,3814,2429,2029
2011-07-13,3242,3923,3927,2472,2107
2011-07-16,3259,3877,3966,2508,2118
2011-07-17,3210,3679,3967,2552,2086
2011-07-18,3230,3723,3936,2587,2100
2011-07-19,3230,3723,4010,2587,2100
2011-07-20,3506,4328,4096,2731,2279
2011-07-23,3574,4411,4140,2820,2323
2011-07-24,3498,4056,4172,2873,2274
2011-07-25,3427,3780,4212,2898,2228
2011-07-26,3396,3613,4250,2920,2207
2011-07-27,3379,3522,4257,2929,2196
2011-07-30,3337,3390,4269,2918,2169
2011-07-31,3280,3282,4241,2877,2132
2011-08-01,3243,3259,4181,2841,2108
2011-08-02,3177,3248,4041,2757,2065
2011-08-03,3098,3244,3887,3647,2014
2011-08-06,3021,3245,3733,2542,1964
2011-08-07,2982,3301,3618,2473,1938
2011-08-08,2998,3425,3606,2431,1949
2011-08-09,2991,3429,3639,2409,1944
2011-08-14,2981,3377,3666,2435,1938
2011-08-15,2947,3233,3740,2460,1916
2011-08-16,2922,3073,3829,2471,1899
2011-08-17,2913,2984,3878,2490,1893
2011-08-20,2911,2941,3903,2508,1892
2011-08-21,2928,2945,3923,2540,1903
2011-08-22,2966,3001,3946,2567,1928
2011-08-23,3001,3048,3962,2596,1951
2011-08-24,3009,3071,3960,2594,1956
2011-08-27,3002,3059,3945,2590,1951
2011-08-28,2998,3083,3884,2608,1949
2011-08-29,3009,3176,3812,2620,1956
2011-08-30,3006,3200,3740,2642,1954
2011-08-31,3013,3238,3688,2656,1958
2011-09-03,3020,3277,3643,2659,1963
2011-09-04,3203,3698,3679,2666,2082
2011-09-05,3329,3947,3781,2686,2164
2011-09-06,3359,3998,3819,2690,2183
2011-09-07,3354,3936,3827,2715,2180
2011-09-11,3352,3892,3837,2732,2179
2011-09-12,3379,3917,3877,2755,2196
2011-09-13,3468,4041,3942,2817,2254
2011-09-14,3608,4348,3985,2888,2345
2011-09-17,3707,4551,4019,2947,2410
2011-09-18,3822,4804,4068,2991,2484
2011-09-19,3888,4878,4116,3025,2527
2011-09-20,3914,4861,4191,3053,2544
2011-09-21,3929,4804,4256,3076,2554
2011-09-24,3922,4711,4330,3090,2549
2011-09-25,3882,4513,4413,3103,2523
2011-09-26,3832,4300,4500,3111,2491
2011-09-27,3803,4192,4524,3106,2472
2011-09-28,3844,4317,4479,3095,2499
2011-10-01,3943,4625,4441,3090,2563
2011-10-02,4187,5262,4396,3076,2722
2011-10-03,4209,5357,4355,3053,2736
2011-10-04,4156,5304,4267,3015,2701
2011-10-05,4078,5217,4156,2982,2651
2011-10-09,4074,5402,3993,2930,2648
2011-10-10,4041,5455,3909,2865,2627
2011-10-11,3933,5275,3847,2798,2556
2011-10-12,3844,5110,3795,2741,2499
2011-10-15,3733,4884,3755,2677,2426
2011-10-16,3579,4553,3709,2610,2326
2011-10-17,3514,4519,3645,2523,2284
2011-10-18,3423,4446,3479,2458,2225
2011-10-19,3288,4276,3295,2410,2137
2011-10-22,3115,3905,3220,2374,2025
2011-10-23,3020,3739,3149,2345,1963
2011-10-24,2893,3488,3054,2306,1880
2011-10-25,2784,3317,2957,2270,1810
2011-10-26,2694,3134,2920,2232,1751
2011-10-29,2601,2920,2907,2194,1691
2011-10-30,2547,2770,2956,2163,1656
2011-10-31,2515,2698,3001,2143,1635
2011-11-01,2502,2695,3009,2126,1626
2011-11-02,2501,2717,2984,2122,1626
2011-11-05,2482,2716,2919,2118,1613
2011-11-06,2447,2713,2820,2096,1591
2011-11-07,2406,2711,2697,2066,1564
2011-11-08,2351,2658,2579,2036,1528
2011-11-09,2280,2627,2405,1995,1482
2011-11-12,2216,2578,2310,1957,1440
2011-11-13,2127,2468,2155,1923,1383
2011-11-14,2018,2291,2047,1870,1312
2011-11-15,1940,2159,1952,1843,1261
2011-11-16,1902,2102,1912,1817,1236
2011-11-19,1840,1949,1908,1789,1196
2011-11-20,1790,1839,1912,1760,1164
2011-11-21,1709,1653,1944,1717,1111
2011-11-22,1700,1640,1992,1683,1105
2011-11-23,1720,1676,2054,1669,1118
2011-11-26,1732,1698,2083,1664,1126
2011-11-27,1761,1757,2118,1671,1145
2011-11-28,1781,1752,2166,1692,1158
2011-11-29,1801,1718,2244,1723,1171
2011-11-30,1826,1708,2317,1745,1187
2011-12-03,1841,1698,2357,1761,1197
2011-12-04,1869,1747,2399,1774,1215
2011-12-05,1901,1801,2456,1772,1236
2011-12-06,1942,1886,2531,1764,1262
2011-12-07,1967,1922,2580,1760,1279
2011-12-10,1977,1922,2624,1756,1285
2011-12-11,1964,1892,2612,1750,1277
2011-12-12,1957,1939,2555,1738,1272
2011-12-13,1978,2029,2515,1734,1286
2011-12-14,2030,2194,2528,1731,1320
2011-12-17,2114,2485,2553,1722,1374
2011-12-18,2212,2724,2611,1729,1438
2011-12-19,2378,3152,2692,1750,1546
2011-12-20,2437,3212,2771,1787,1584
2011-12-21,2468,3210,2806,1831,1604
2011-12-24,2488,3194,2825,1874,1617
2011-12-25,2515,3207,2861,1908,1635
2011-12-26,2558,3225,2910,1972,1663
2011-12-27,2644,3363,2971,2034,1719
2011-12-28,2756,3578,3028,2076,1791
2011-12-31,2841,3777,3061,2102,1847
2012-01-01,2861,3795,3066,2127,1860
2012-01-02,2773,3503,3025,2142,1802
2012-01-03,2703,3362,2965,2118,1757
2012-01-04,2712,3449,2919,2109,1763
2012-01-08,2713,3516,2892,2066,1763
2012-01-09,2741,3643,2897,2029,1782
2012-01-10,2835,3900,2974,1998,1843
2012-01-11,2876,3937,3061,1992,1869
2012-01-14,2881,3857,3161,1999,1873
2012-01-15,2918,3901,3244,2010,1897
2012-01-16,2975,4024,3296,2023,1934
2012-01-17,2988,4017,3333,2036,1942
2012-01-18,2995,4019,3331,2046,1947
2012-01-21,2976,3991,3299,2043,1934
2012-01-22,2940,3933,3231,2042,1911
2012-01-23,2840,3748,3091,2040,1846
2012-01-24,2737,3594,2925,2029,1779
2012-01-25,2676,3481,2869,2012,1739
2012-01-28,2628,3389,2843,1987,1708
2012-01-29,2562,3248,2822,1964,1665
2012-01-30,2486,3108,2768,1941,1616
2012-01-31,2461,3104,2706,1909,1600
2012-02-01,2444,3121,2663,1879,1589
2012-02-04,2451,3197,2619,1861,1593
2012-02-05,2504,3431,2555,1852,1628
2012-02-06,2468,3393,2473,1846,1604
2012-02-07,2446,3370,2413,1847,1590
2012-02-08,2452,3419,2364,1843,1594
2012-02-11,2478,3509,2329,1853,1611
2012-02-12,2569,3786,2315,1860,1670
2012-02-13,2639,3976,2314,1873,1715
2012-02-14,2662,4019,2327,1885,1730
2012-02-15,2696,4076,2358,1894,1752
2012-02-18,2695,4055,2367,1898,1752
2012-02-19,2719,4098,2352,1905,1767
2012-02-20,2748,4173,2315,1899,1786
2012-02-21,2769,4301,2259,1881,1800
2012-02-22,2762,4345,2213,1858,1795
2012-02-25,2756,4363,2175,1846,1791
2012-02-26,2744,4366,2146,1832,1784
2012-02-27,2729,4363,2132,1816,1774
2012-02-28,2720,4356,2140,1805,1768
2012-02-29,2727,4373,2179,1791,1773
2012-03-03,2748,4407,2251,1784,1786
2012-03-04,2778,4448,2351,1780,1806
2012-03-05,2784,4461,2417,1774,1810
2012-03-06,2707,4272,2421,1768,1760
2012-03-07,2678,4262,2368,1750,1741
2012-03-10,2648,4231,2329,1730,1721
2012-03-11,2600,4165,2273,1705,1690
2012-03-12,2542,4060,2248,1680,1652
2012-03-13,2510,4011,2248,1655,1632
2012-03-14,2495,3994,2266,1628,1622
2012-03-17,2482,3984,2284,1597,1613
2012-03-18,2467,3938,2324,1580,1604
2012-03-19,2454,3882,2398,1552,1595
2012-03-20,2366,3695,2393,1532,1538
2012-03-21,2313,3612,2327,1516,1503
2012-03-24,2261,3530,2256,1495,1470
2012-03-25,2219,3490,2179,1474,1442
2012-03-26,2188,3492,2086,1457,1422
2012-03-27,2164,3496,2027,1431,1407
2012-03-28,2155,3526,2002,1389,1401
2012-03-31,2179,3585,2024,1369,1416
2012-04-01,2199,3593,2073,1370,1429
2012-04-02,2213,3539,2153,1392,1438
2012-04-03,2200,3381,2245,1443,1430
2012-04-04,2170,3233,2283,1486,1410
2012-04-07,2145,3095,2306,1512,1394
2012-04-08,2099,2910,2325,1526,1364
2012-04-09,2096,2869,2327,1550,1362
2012-04-10,2133,2919,2331,1569,1386
2012-04-11,2168,2983,2327,1593,1409
2012-04-14,2179,2987,2330,1610,1416
2012-04-15,2173,2929,2329,1624,1412
2012-04-16,2144,2832,2331,1636,1394
2012-04-17,2111,2731,2320,1654,1372
2012-04-18,2095,2694,2302,1670,1362
2012-04-21,2076,2663,2268,1677,1349
2012-04-22,2069,2676,2234,1678,1345
2012-04-23,2047,2687,2180,1659,1331
2012-04-24,2028,2709,2094,1642,1318
2012-04-25,1999,2723,1985,1613,1299
2012-04-28,1955,2671,1905,1582,1271
2012-04-29,1886,2557,1841,1555,1226
2012-04-30,1830,2440,1822,1539,1190
2012-05-01,1795,2379,1805,1517,1167
2012-05-02,1773,2346,1794,1493,1152
2012-05-13,1693,2285,1745,1421,1100
2012-05-14,1621,2137,1770,1386,1054
2012-05-15,1544,1963,1827,1352,1004
2012-05-16,1519,1865,1880,1341,987
2012-05-19,1495,1788,1908,1345,972
2012-05-20,1480,1719,1920,1350,962
2012-05-21,1453,1637,1916,1360,944
2012-05-22,1438,1608,1895,1362,935
2012-05-23,1439,1595,1871,1393,935
2012-05-26,1439,1590,1835,1413,935
2012-05-27,1432,1586,1790,1429,931
2012-05-28,1411,1572,1728,1437,917
2012-05-29,1393,1566,1664,1438,905
2012-05-30,1370,1556,1607,1427,890
2012-06-02,1345,1541,1552,1414,874
2012-06-03,1292,1494,1474,1371,840
2012-06-04,1234,1447,1391,1318,802
2012-06-05,1186,1403,1346,1273,771
2012-06-06,1137,1368,1304,1209,739
2012-06-09,1107,1351,1277,1177,720
2012-06-10,1084,1337,1267,1148,705
2012-06-11,1064,1321,1265,1121,692
2012-06-12,1045,1298,1279,1101,679
2012-06-13,1043,1299,1315,1090,678
2012-06-16,1045,1281,1361,1086,679
2012-06-17,1064,1289,1429,1091,692
2012-06-18,1092,1334,1483,1099,710
2012-06-19,1136,1411,1530,1120,738
2012-06-20,1178,1475,1582,1132,766
2012-06-23,1206,1494,1648,1154,784
2012-06-24,1236,1488,1762,1172,803
2012-06-25,1271,1477,1887,1199,826
2012-06-26,1292,1455,1954,1233,840
2012-06-27,1301,1442,1960,1267,846
2012-06-30,1295,1424,1937,1283,842
2012-07-01,1279,1390,1877,1309,831
2012-07-02,1253,1345,1804,1334,814
2012-07-03,1242,1319,1772,1362,807
2012-07-04,1245,1315,1772,1385,809
2012-07-07,1251,1310,1779,1398,813
2012-07-08,1262,1314,1789,1418,820
2012-07-09,1281,1337,1817,1435,833
2012-07-10,1317,1390,1888,1454,856
2012-07-11,1346,1427,1940,1467,875
2012-07-14,1382,1507,1972,1481,898
2012-07-15,1424,1595,2004,1496,926
2012-07-16,1472,1699,2051,1512,957
2012-07-17,1538,1856,2075,1522,1000
2012-07-18,1562,1891,2087,1529,1015
2012-07-21,1559,1865,2082,1533,1013
2012-07-22,1548,1811,2072,1539,1006
2012-07-23,1538,1744,2071,1551,1000
2012-07-24,1533,1702,2067,1567,996
2012-07-25,1531,1687,2051,1574,995
2012-07-28,1531,1679,2042,1580,995
2012-07-29,1543,1701,2036,1598,1003
2012-07-30,1565,1754,2037,1608,1017
2012-07-31,1583,1798,2035,1612,1029
2012-08-01,1585,1805,2036,1603,1030
2012-08-04,1585,1807,2040,1585,1030
2012-08-05,1572,1785,2021,1565,1022
2012-08-06,1545,1756,1972,1545,1004
2012-08-07,1530,1768,1928,1523,994
2012-08-08,1520,1792,1886,1511,988
2012-08-11,1498,1779,1850,1496,974
2012-08-12,1462,1728,1800,1485,950
2012-08-13,1430,1674,1751,1478,930
2012-08-14,1401,1638,1700,1468,911
2012-08-15,1376,1612,1659,1457,894
2012-08-18,1359,1590,1627,1450,883
2012-08-19,1342,1576,1593,1441,872
2012-08-20,1324,1570,1550,1433,861
2012-08-21,1309,1573,1513,1422,851
2012-08-22,1296,1564,1479,1414,842
2012-08-25,1284,1552,1455,1409,835
2012-08-26,1271,1538,1423,1405,826
2012-08-27,1262,1540,1382,1404,820
2012-08-28,1254,1540,1344,1401,815
2012-09-02,1250,1546,1333,1392,812
2012-09-03,1259,1566,1360,1388,818
2012-09-04,1269,1564,1417,1390,825
2012-09-09,1292,1572,1523,1375,840
2012-09-10,1302,1560,1608,1368,846
2012-09-11,1314,1542,1686,1371,854
2012-09-12,1340,1566,1731,1386,871
2012-09-15,1348,1557,1763,1397,876
2012-09-16,1344,1529,1785,1403,874
2012-09-17,1334,1509,1776,1399,867
2012-09-18,1320,1498,1732,1395,858
2012-09-19,1306,1494,1683,1392,849
2012-09-22,1291,1475,1638,1393,839
2012-09-23,1274,1457,1587,1393,828
2012-09-24,1271,1459,1562,1399,826
2012-09-25,1329,1604,1579,1408,864
2012-09-26,1349,1633,1630,1413,877
2012-09-29,1369,1651,1674,1416,890
2012-09-30,1398,1690,1717,1429,909
2012-10-01,1446,1759,1792,1440,940
2012-10-02,1467,1794,1828,1449,954
2012-10-03,1474,1821,1825,1451,958
2012-10-07,1480,1874,1790,1450,962
2012-10-08,1485,1912,1769,1449,965
2012-10-09,1489,1934,1755,1445,968
2012-10-10,1489,1939,1751,1435,968
2012-10-13,1484,1933,1753,1424,965
2012-10-14,1456,1860,1773,1397,946
2012-10-15,1434,1801,1817,1369,932
2012-10-16,1428,1767,1862,1355,928
2012-10-17,1418,1735,1885,1348,922
2012-10-20,1412,1732,1908,1339,918
2012-10-21,1400,1694,1932,1331,910
2012-10-22,1405,1716,1935,1324,913
2012-10-23,1424,1796,1909,1321,926
2012-10-24,1423,1824,1871,1319,925
2012-10-27,1418,1836,1840,1318,922
2012-10-28,1409,1835,1808,1318,916
2012-10-29,1406,1859,1778,1319,914
2012-10-30,1414,1905,1754,1323,919
2012-10-31,1424,1974,1723,1322,926
2012-11-03,1442,2053,1687,1320,937
2012-11-04,1438,2082,1631,1318,935
2012-11-05,1420,2048,1593,1313,923
2012-11-06,1413,2036,1564,1308,918
2012-11-07,1422,2045,1550,1306,924
2012-11-10,1419,2052,1542,1300,922
2012-11-11,1428,2082,1554,1292,928
2012-11-12,1443,2116,1585,1286,938
2012-11-13,1453,2126,1621,1282,944
2012-11-14,1449,2115,1641,1277,942
2012-11-17,1437,2084,1649,1273,934
2012-11-18,1411,2022,1634,1270,917
2012-11-19,1383,1965,1599,1270,899
2012-11-20,1367,1943,1564,1270,889
2012-11-21,1353,1918,1537,1271,879
2012-11-24,1340,1900,1514,1270,871
2012-11-25,1330,1884,1500,1268,864
2012-11-26,1328,1866,1495,1268,863
2012-11-27,1325,1851,1494,1270,861
2012-11-28,1323,1841,1495,1271,860
2012-12-01,1317,1827,1500,1270,856
2012-12-02,1310,1816,1498,1266,852
2012-12-03,1296,1800,1492,1265,842
2012-12-04,1278,1767,1484,1262,831
2012-12-05,1264,1749,1471,1259,822
2012-12-08,1256,1738,1463,1254,816
2012-12-09,1253,1749,1451,1252,814
2012-12-10,1260,1775,1442,1252,819
2012-12-11,1268,1807,1436,1253,824
2012-12-12,1268,1804,1439,1250,824
2012-12-15,1264,1793,1437,1250,822
2012-12-16,1257,1783,1436,1244,817
2012-12-17,1265,1810,1442,1244,822
2012-12-18,1277,1836,1463,1246,830
2012-12-19,1287,1851,1482,1255,837
2012-12-22,1306,1870,1503,1267,849
2012-12-23,1344,1951,1529,1282,874
2012-12-24,1371,2015,1546,1296,891
2012-12-25,1414,2124,1558,1318,919
2012-12-26,1462,2220,1570,1338,950
2012-12-29,1515,2324,1587,1353,985
2012-12-30,1565,2446,1605,1369,1017
2012-12-31,1602,2556,1620,1378,1041
2013-01-01,1582,2466,1622,1385,1028
2013-01-02,1541,2346,1611,1387,1002
2013-01-06,1537,2333,1597,1386,999
2013-01-07,1619,2598,1590,1382,1052
2013-01-08,1682,2807,1586,1380,1093
2013-01-09,1740,2975,1593,1379,1131
2013-01-12,1750,2995,1598,1378,1138
2013-01-13,1767,3010,1609,1381,1149
2013-01-14,1744,2938,1622,1382,1134
2013-01-15,1782,3048,1635,1390,1158
2013-01-16,1838,3185,1650,1401,1195
2013-01-19,1876,3270,1660,1408,1219
2013-01-20,1901,3309,1675,1417,1236
2013-01-21,1927,3342,1699,1426,1253
2013-01-22,1907,3267,1711,1438,1240
2013-01-23,1814,3008,1709,1446,1179
2013-01-26,1764,2847,1697,1450,1147
2013-01-27,1795,2942,1667,1457,1167
2013-01-28,1811,3012,1627,1463,1177
2013-01-29,1884,3244,1604,1471,1225
2013-01-30,1920,3335,1603,1479,1248
2013-02-02,1928,3344,1613,1485,1253
2013-02-03,1927,3318,1625,1487,1253
2013-02-04,1920,3268,1641,1492,1248
2013-02-05,1913,3207,1664,1497,1243
2013-02-06,1899,3136,1685,1499,1234
2013-02-09,1886,3063,1701,1501,1226
2013-02-10,1885,3021,1729,1503,1225
2013-02-11,1908,3043,1776,1511,1240
2013-02-12,1967,3162,1825,1519,1279
2013-02-13,2000,3218,1869,1533,1300
2013-02-16,2032,3275,1898,1545,1321
2013-02-17,2106,3474,1937,1554,1369
2013-02-18,2127,3486,1980,1568,1383
2013-02-19,2155,3546,2015,1583,1401
